Filer,View,Title,Dept/Board,File Type,Date Filed,Amended
"Aila, William J.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10416.pdf),"Deputy Director, Deputy to the Chair",Department of Hawaiian Home Lands,Financial,07/20/2015,false
"Bassett, Beau J.K.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7989.pdf),"Board Member, Commissioner",Hawaii Community Development Authority,Financial,07/20/2015,false
"Ball, Lindsay E.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7988.pdf),Complex Area Superintendent,Department of Education,Gift,07/20/2015,false
"Minn, Hubert P.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7977.pdf),"Board Member, Commissioner",Board of Education,Financial,07/18/2015,false
"Dickson, Risa D.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7975.pdf),Vice President for Academic Affairs,University of Hawaii,Financial,07/15/2015,true
"Kouchi, Jill T.H.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10419.pdf),Casual Hire,University of Hawaii,Gift,07/13/2015,false
"Russell, Simon S.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7953.pdf),"Board Member, Commissioner",Board of Agriculture,Financial,07/09/2015,false
"Cox, Margaret Ann",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7947.pdf),"Board Member, Commissioner",Board of Education,Financial,07/09/2015,false
"Graulty, Reynaldo D.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7943.pdf),"Board Member, Commissioner",Hawaii State Ethics Commission,Financial,07/08/2015,true
"Mahi, Aaron D.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10386.pdf),"Board Member, Commissioner",Land Use Commission,Financial,07/08/2015,false
"Graulty, Reynaldo D.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7942.pdf),"Board Member, Commissioner",Hawaii State Ethics Commission,Financial,07/08/2015,false
"Pavao, Milton D.D.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10376.pdf),"Board Member, Commissioner",Commission on Water Resource Management,Gift,07/07/2015,false
"Waterhouse, Mary P.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7940.pdf),"Board Member, Commissioner",Hawaii Community Development Authority,Financial,07/07/2015,false
"Inouye, Cindy Satomi",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7936.pdf),Deputy Director,Department of Human Resources Development,Financial,07/07/2015,false
"Smith, Laura Dolores",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7932.pdf),"Board Member, Commissioner",Hawaii Public Housing Authority,Financial,07/05/2015,false
"Benton, Emily A.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10368.pdf),Marketing Specialist,University of Hawaii,Gift,07/02/2015,false
"Menard, Theresa Cabrera",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7928.pdf),"Board Member, Commissioner",Legacy Land Conservation Commission,Financial,07/02/2015,false
"Asato, Alan M.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7930.pdf),Deputy Director,Department of Public Safety,Financial,07/02/2015,false
"Inouye, Cheryl E.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7923.pdf),Section Administrator,Judiciary,Gift,07/01/2015,false
"Ziegler, Marjorie F.Y.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7924.pdf),"Board Member, Commissioner",Legacy Land Conservation Commission,Financial,07/01/2015,false
"Onishi, Richard H.K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7919.pdf),"Legislator, District 3",House of Representatives,Gift,07/01/2015,false
"Lassner, David K.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10351.pdf),President,University of Hawaii,Gift,06/30/2015,false
"Johanson, Aaron L.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10350.pdf),"Legislator, District 31",House of Representatives,Gift,06/30/2015,false
"Dayton, Aloha (Samiann)",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10349.pdf),Personnel Specialist,Department of Education,Gift,06/30/2015,false
"Young, Kalbert K.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10348.pdf),Vice President,University of Hawaii,Gift,06/30/2015,false
"Albert, Lea E.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7917.pdf),Complex Area Superintendent,Department of Education,Gift,06/30/2015,false
"Espero, William Calip",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7916.pdf),"Legislator, District 19",Senate,Gift,06/30/2015,false
"Taira, Joanne Y.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7915.pdf),Academic Program Officer,University of Hawaii,Gift,06/30/2015,false
"Ferguson-Brey, Pamela Joyce",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7914.pdf),Executive Director,Department of Public Safety,Gift,06/30/2015,false
"Say, Calvin K.Y.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7913.pdf),"Legislator, District 20",House of Representatives,Gift,06/30/2015,false
"Chun Oakland, Suzanne N.J.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7911.pdf),"Legislator, District 13",Senate,Gift,06/30/2015,false
"Lawrence, Nona",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7910.pdf),JRI Coordinator,Department of Public Safety,Gift,06/30/2015,false
"Ohno, Takashi",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7909.pdf),"Legislator, District 27",House of Representatives,Gift,06/30/2015,false
"Belatti, Della Au",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7908.pdf),"Legislator, District 24",House of Representatives,Gift,06/30/2015,false
"Salvatierra, Bobby A.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7906.pdf),Instructor,University of Hawaii,Gift,06/30/2015,false
"Chattergy, Vijoy P.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7905.pdf),Chief Investment Officer,Department of Budget and Finance,Gift,06/30/2015,false
"Young, Donald B.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7904.pdf),Dean,University of Hawaii,Gift,06/30/2015,false
"Chin, Douglas S.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7903.pdf),Attorney General,Department of the Attorney General,Gift,06/30/2015,false
"Salmon, Teresa A.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7902.pdf),Educational Assistant,Department of Education,Gift,06/30/2015,false
"Kawaoka, Keith E.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7901.pdf),"Deputy Director, Environmental Health Administration",Department of Health,Gift,06/30/2015,false
"Yamane, Ryan Ichiro",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7900.pdf),"Legislator, District 37",House of Representatives,Gift,06/30/2015,false
"Guyett, Madeline M.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7899.pdf),"Board Member, Commissioner",,Gift,06/30/2015,false
"Hutton, Thomas E.M.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7896.pdf),Executive Director,Department of Education,Gift,06/30/2015,false
"Williams, Carleton L.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7898.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,06/30/2015,false
"Walther, James W.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7897.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/30/2015,false
"Downing, Keith K.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10385.pdf),"Board Member, Commissioner",Board of Land and Natural Resources,Financial,06/30/2015,false
"Smith, Josephine T.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7895.pdf),Academic Support,University of Hawaii,Gift,06/30/2015,false
"Dickson, Risa D.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10383.pdf),Vice President for Academic Affairs,University of Hawaii,Gift,06/30/2015,false
"Lee, Karen C.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10382.pdf),Associate Vice President and Executive Director of Hawaii P-20,University of Hawaii,Gift,06/30/2015,false
"Green, Joshua B.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10381.pdf),"Legislator, District 3",Senate,Gift,06/30/2015,false
"McCartney, Michael J.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10379.pdf),Chief of Staff,Office of the Governor,Gift,06/30/2015,false
"Peterson, John A.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10378.pdf),Affiliate Faculty,University of Hawaii,Gift,06/30/2015,false
"Ige, David Y.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10362.pdf),Governor,Office of the Governor,Gift,06/30/2015,false
"Ige, David Y.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10361.pdf),Governor,Office of the Governor,Gift,06/30/2015,true
"Jordan, Georgette J.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7894.pdf),"Legislator, District 44",House of Representatives,Gift,06/30/2015,false
"Creagan, Richard P.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10357.pdf),"Legislator, District 5",House of Representatives,Gift,06/30/2015,false
"Champley, Michael Edward",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10356.pdf),"Board Member, Commissioner",Public Utilities Commission,Gift,06/30/2015,false
"Takayama, Gregg T.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10355.pdf),"Legislator, District 34",House of Representatives,Gift,06/30/2015,false
"Friedman, Daniel S.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10354.pdf),Dean,University of Hawaii,Gift,06/30/2015,false
"Saiki, Scott K.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10353.pdf),"Legislator, District 26",House of Representatives,Gift,06/30/2015,false
"Brower, Thomas M.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10352.pdf),"Legislator, District 22",House of Representatives,Gift,06/30/2015,false
"Yamashita, Kyle T.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10338.pdf),"Legislator, District 12",House of Representatives,Gift,06/29/2015,false
"Nishimoto, Scott Y.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7882.pdf),"Legislator, District 21",House of Representatives,Gift,06/29/2015,false
"Tamanaha, David Sadao",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7892.pdf),Vice Chancellor of Administrative Services,University of Hawaii,Gift,06/29/2015,false
"Kawakami, Derek S.K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7890.pdf),"Legislator, District 14",House of Representatives,Gift,06/29/2015,false
"Miyasaka, Alton K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7888.pdf),Acting Administrator,Department of Land and Natural Resources,Gift,06/29/2015,false
"Mariano, Valerie",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7887.pdf),Chief,Department of the Attorney General,Gift,06/29/2015,false
"Keith-Agaran, Gilbert S.C.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10340.pdf),"Legislator, District 5",Senate,Gift,06/29/2015,false
"Oh, Ruth K.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10339.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/29/2015,false
"Amano, Carolyn M.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10337.pdf),Secretary,University of Hawaii,Gift,06/29/2015,false
"Schatz, Stephen Andrew",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7886.pdf),Deputy Superintendent,Department of Education,Financial,06/29/2015,false
"Yuen, Nathan P.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7885.pdf),"Board Member, Commissioner",Natural Area Reserves System Commission,Gift,06/29/2015,false
"Lemus, Judith D.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7884.pdf),Academic Program Specialist,University of Hawaii,Gift,06/29/2015,false
"Tokioka, James K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7881.pdf),"Legislator, District 15",House of Representatives,Gift,06/29/2015,false
"Evans, Cynthia Frances Wood",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7880.pdf),"Legislator, District 7",House of Representatives,Gift,06/29/2015,false
"Amuro, Michael K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7879.pdf),Right-of-Way Agent,Department of Transportation,Gift,06/29/2015,false
"Matsumoto, Lauren K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7877.pdf),"Legislator, District 45",House of Representatives,Gift,06/29/2015,false
"Matsuoka, Bert Y.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7876.pdf),"Board Member, Commissioner, Chairman",Hawaii Paroling Authority,Gift,06/29/2015,false
"Greenwood, Heather",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7874.pdf),Faculty Extension Agent,University of Hawaii,Gift,06/29/2015,false
"Marcil, Serge",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7873.pdf),Lecturer,University of Hawaii,Gift,06/29/2015,false
"Vaillancourt, Cynthia C.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7872.pdf),Legislative Office Manager,House of Representatives,Gift,06/29/2015,false
"Ushijima, Teri M.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7871.pdf),Complex Area Superintendent,Department of Education,Gift,06/29/2015,false
"Tomita, Iris C.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7869.pdf),Educational Specialist,Department of Education,Gift,06/29/2015,false
"Shimabukuro-Geiser, Phyllis S.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7867.pdf),Deputy Director,Department of Agriculture,Gift,06/29/2015,false
"Woodside, Ulalia",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7864.pdf),"Board Member, Commissioner",Board of Land and Natural Resources,Gift,06/29/2015,false
"Katahira, Justin K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7863.pdf),Academic Support,University of Hawaii,Gift,06/29/2015,false
"Shiraic, Calvin H.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7862.pdf),Auxiliary Services Officer,University of Hawaii,Gift,06/29/2015,false
"Squair, Cheryl A.B.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7861.pdf),Academic Specialist,University of Hawaii,Gift,06/29/2015,false
"Nikou, Moana R.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7849.pdf),Lecturer,University of Hawaii,Gift,06/28/2015,false
"Hartwell, Jay C.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7851.pdf),Faculty,University of Hawaii,Gift,06/28/2015,false
"Spafford, Helen",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7850.pdf),Associate Professor,University of Hawaii,Gift,06/28/2015,false
"Roehrig, Stanley H.",Form (http://files.hawaii.gov/ethics/disc/2015/FinLong_7852.pdf),"Board Member, Commissioner",Board of Land and Natural Resources,Financial,06/28/2015,false
"Liebert, Bruce E.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7846.pdf),Assoc. Dean Academic Affairs,University of Hawaii,Gift,06/27/2015,false
"Yoshimori-Yamamoto, Denise Fujie",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7841.pdf),"Director of Physical Facilities, Planning & Construction",University of Hawaii,Gift,06/26/2015,false
"Kincaid, Ramona",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7840.pdf),Director,University of Hawaii,Gift,06/26/2015,false
"Ikenaga, Todd R.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7838.pdf),SLDS Program Manager,University of Hawaii,Gift,06/26/2015,false
"Vidinha, Phyllis K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7836.pdf),Fiscal Manager,University of Hawaii,Gift,06/26/2015,false
"Zaleski, Halina M.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7835.pdf),Extension Specialist,University of Hawaii,Gift,06/26/2015,false
"Kouchi, Ronald D.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7816.pdf),"Legislator, District 8",Senate,Gift,06/26/2015,false
"Carter-Yamauchi, Charlotte A.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10332.pdf),"Director, Acting",Legislature,Gift,06/26/2015,false
"English, J. Kalani",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10331.pdf),"Legislator, District 7",Senate,Gift,06/26/2015,false
"Takumi, Roy M.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7832.pdf),"Legislator, District 35",House of Representatives,Gift,06/26/2015,false
"Nishimoto, James K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7824.pdf),"Director, also Collective Bargaining Chief Negotiator",Department of Human Resources Development,Gift,06/26/2015,false
"Hashem, Mark Jun",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7825.pdf),"Legislator, District 18",House of Representatives,Gift,06/26/2015,false
"Har, Sharon E.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7823.pdf),"Legislator, District 42",House of Representatives,Gift,06/26/2015,false
"Kunishige, Karl D.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7822.pdf),Engineer VI,Department of Transportation,Gift,06/26/2015,false
"Salaveria, Luis P.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7821.pdf),"Department Head, Director","Department of Business, Economic Development and Tourism",Gift,06/26/2015,false
"Harris, David W.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7843.pdf),Engineer,University of Hawaii,Gift,06/26/2015,false
"Wynhoff, William J.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10323.pdf),Supervising Deputy Attorney General,Department of the Attorney General,Gift,06/25/2015,true
"DeCoite, Lynn P.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10334.pdf),"Legislator, District 13",House of Representatives,Gift,06/25/2015,false
"Mizuno, John Musashi",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10333.pdf),"Legislator, District 28",House of Representatives,Gift,06/25/2015,false
"Taketa, Gregg M.",Form (http://files.hawaii.gov/ethics/disc/2015/Kfx10Dis-10330.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,06/25/2015,false
"Shimizu, Debra K.",Form (http://files.hawaii.gov/ethics/disc/2015/GiftDisc_7818.pdf),Policy Analyst,Office of the Governor,Gift,06/25/2015,false
